Employee_ID,Name,Age,Gender,Department,Job_Role,Salary,Experience_Years,Joining_Date,Performance_Score,City,Employment_Status
EMP1223,Employee_223,43,Male,IT,Sales Executive,68527.0,19.0,2018-10-24,1,Hyderabad,Active
EMP1180,Employee_180,53,Male,IT,Sales Executive,113330.0,9.0,2019-02-08,7,Mumbai,On Leave
EMP1994,Employee_994,25,Male,Operations,HR Executive,74683.0,19.0,2025-01-03,2,Chennai,Resigned
EMP1522,Employee_522,32,Female,Operations,Analyst,69814.0,12.0,2022-04-24,10,Chennai,Active
EMP1023,Employee_23,53,Male,Sales,HR Executive,41211.0,16.0,2018-02-25,5,Coimbatore,Active
EMP1357,Employee_357,25,Female,Finance,Accountant,84979.0,2.0,2025-07-03,1,Hyderabad,On Leave
EMP1680,Employee_680,35,Female,Operations,Developer,66243.0,15.0,2021-04-19,10,Bangalore,On Leave
EMP1870,Employee_870,21,Male,Operations,Developer,57115.0,1.0,2018-11-12,1,Hyderabad,Active
EMP1341,Employee_341,43,Male,Operations,Manager,59681.0,12.0,2017-07-18,7,Mumbai,Active
EMP1432,Employee_432,44,Male,HR,Accountant,45466.0,8.0,2024-07-26,6,Coimbatore,On Leave
EMP1803,Employee_803,46,Male,Operations,Developer,93814.0,16.0,2017-11-24,3,Coimbatore,On Leave
EMP1842,Employee_842,26,Female,Operations,Accountant,,4.0,2019-07-16,3,Coimbatore,Resigned
EMP1204,Employee_204,23,Female,Sales,Analyst,69769.0,5.0,2019-04-24,6,Pune,Active
EMP1637,Employee_637,54,Male,IT,Sales Executive,29117.0,13.0,2015-06-24,4,Coimbatore,On Leave
EMP1094,Employee_94,48,male,HR,Developer,49472.0,4.0,2024-03-12,2,Coimbatore,Resigned
EMP1807,Employee_807,53,Female,HR,Sales Executive,38261.0,17.0,2015-06-02,1,Hyderabad,On Leave
EMP1069,Employee_69,60,Female,IT,Analyst,72591.0,12.0,2021-06-22,2,Bangalore,Active
EMP1629,Employee_629,31,Male,HR,Sales Executive,47625.0,14.0,2018-02-15,2,Chennai,Resigned
EMP1285,Employee_285,53,Male,IT,Analyst,43020.0,4.0,2019-01-30,7,Hyderabad,On Leave
EMP1886,Employee_886,54,Female,HR,HR Executive,66458.0,6.0,2022-01-16,10,Mumbai,Resigned
EMP1435,Employee_435,53,Female,IT,Manager,110160.0,11.0,2016-02-09,7,Mumbai,Active
EMP1154,Employee_154,33,Male,Sales,Accountant,27204.0,18.0,2023-03-14,4,Mumbai,Active
EMP1076,Employee_76,49,Female,Sales,HR Executive,98016.0,6.0,2016-11-11,9,Coimbatore,Active
EMP1738,Employee_738,42,Female,Finance,Manager,111346.0,17.0,2019-01-29,9,Coimbatore,Active
EMP1447,Employee_447,51,Male,Sales,Analyst,90458.0,7.0,2025-10-31,3,Chennai,Active
EMP1189,Employee_189,31,Male,Finance,HR Executive,48091.0,17.0,2023-12-16,1,Hyderabad,Active
EMP1272,Employee_272,53,Male,Operations,Sales Executive,88069.0,7.0,2020-07-17,6,Coimbatore,Active
EMP1237,Employee_237,55,Female,IT,Manager,37867.0,19.0,2021-08-03,9,Pune,Active
EMP1488,Employee_488,40,Female,HR,Accountant,35728.0,18.0,2015-08-12,6,Chennai,On Leave
EMP1118,Employee_118,59,Female,IT,Analyst,76374.0,2.0,2016-05-22,7,Coimbatore,Active
EMP1827,Employee_827,22,Male,Operations,HR Executive,102243.0,1.0,2023-07-11,6,Coimbatore,Resigned
EMP1513,Employee_513,59,Male,Operations,Developer,66520.0,17.0,2018-11-11,3,Hyderabad,Active
EMP1558,Employee_558,40,Female,Operations,Analyst,26481.0,0.0,2020-07-13,4,Mumbai,Active
EMP1598,Employee_598,28,Female,IT,Sales Executive,109526.0,7.0,2023-08-30,1,Chennai,Active
EMP1127,Employee_127,52,Male,Sales,Developer,80350.0,18.0,2016-08-30,9,Hyderabad,Active
EMP1117,Employee_117,34,Male,Finance,Developer,96354.0,12.0,2017-04-16,1,Chennai,Active
EMP1474,Employee_474,38,Male,Finance,HR Executive,-10000.0,16.0,2016-01-18,4,Hyderabad,Active
EMP1966,Employee_966,22,Male,HR,Accountant,29234.0,19.0,2017-06-12,3,Hyderabad,Active
EMP1058,Employee_58,38,Male,HR,Analyst,82505.0,17.0,2019-01-25,3,Pune,Active
EMP1681,Employee_681,57,Female,Marketing,Sales Executive,87912.0,11.0,2023-10-03,8,Coimbatore,Active
EMP1921,Employee_921,45,Female,Sales,Analyst,96088.0,1.0,2025-08-31,2,Bangalore,Active
EMP1370,Employee_370,39,Male,IT,Accountant,99601.0,11.0,2016-05-22,8,Chennai,Active
EMP1269,Employee_269,27,Male,Finance,Analyst,101253.0,2.0,2022-01-14,2,Bangalore,Active
EMP1047,Employee_47,28,Male,HR,Sales Executive,51654.0,7.0,2016-10-24,9,Bangalore,On Leave
EMP1350,Employee_350,42,Female,,HR Executive,88043.0,3.0,2020-10-19,5,Mumbai,Resigned
EMP1196,Employee_196,42,Female,IT,HR Executive,61081.0,17.0,2015-10-26,9,Pune,Resigned
EMP1137,Employee_137,52,Male,Sales,HR Executive,75124.0,14.0,2024-11-12,2,Hyderabad,Active
EMP1843,Employee_843,46,Male,Operations,Accountant,106257.0,15.0,2023-08-08,7,Bangalore,Active
EMP1744,Employee_744,46,Female,Sales,Manager,91897.0,19.0,2016-11-12,6,Pune,Active
EMP1264,Employee_264,53,Female,HR,Manager,95902.0,9.0,2019-02-12,4,Pune,Active
EMP1444,Employee_444,49,Male,HR,Developer,48064.0,12.0,2017-02-08,10,Chennai,On Leave
EMP1810,Employee_810,26,Male,IT,Analyst,92173.0,16.0,2016-05-22,4,Coimbatore,Active
EMP1305,Employee_305,52,male,Marketing,Sales Executive,250000.0,1.0,2017-08-04,7,Bangalore,Active
EMP1342,Employee_342,35,Male,Finance,HR Executive,116328.0,12.0,2019-03-20,9,Coimbatore,Active
EMP1605,Employee_605,57,Female,HR,Accountant,70270.0,7.0,2021-03-29,9,Hyderabad,Resigned
EMP1977,Employee_977,60,Female,Sales,Analyst,27581.0,15.0,2023-03-18,7,Pune,Active
EMP1150,Employee_150,59,Female,IT,Analyst,87522.0,9.0,2024-04-20,1,Pune,Active
EMP1125,Employee_125,52,Female,IT,HR Executive,54336.0,10.0,2023-03-07,5,Bangalore,Resigned
EMP1794,Employee_794,38,Male,HR,Sales Executive,104052.0,1.0,2025-03-24,4,Bangalore,Active
EMP1831,Employee_831,24,Female,HR,Manager,28606.0,14.0,2020-02-15,5,Bangalore,On Leave
EMP1051,Employee_51,56,Male,Marketing,Sales Executive,45808.0,9.0,2018-11-24,2,Chennai,On Leave
EMP1354,Employee_354,57,Male,HR,Sales Executive,71002.0,5.0,2021-02-14,8,Bangalore,On Leave
EMP1936,Employee_936,53,Female,Operations,Accountant,25192.0,17.0,2017-03-09,8,Chennai,Active
EMP1143,Employee_143,48,Male,Finance,HR Executive,29426.0,20.0,2024-08-09,1,Mumbai,Active
EMP1471,Employee_471,55,Female,Sales,Analyst,94087.0,2.0,2020-08-31,7,Mumbai,Active
EMP1400,Employee_400,50,Male,HR,Accountant,109995.0,14.0,2015-09-12,10,Hyderabad,On Leave
EMP1632,Employee_632,45,Male,HR,Developer,66167.0,12.0,2022-12-07,8,Pune,On Leave
EMP1321,Employee_321,46,Female,Marketing,Developer,45058.0,8.0,2024-03-03,10,Coimbatore,Resigned
EMP1020,Employee_20,58,Male,HR,HR Executive,100357.0,12.0,2019-10-18,6,Hyderabad,Active
EMP1818,Employee_818,29,Male,IT,Accountant,56174.0,10.0,2020-04-22,2,Hyderabad,Resigned
EMP1801,Employee_801,57,Male,Finance,Sales Executive,98539.0,12.0,2021-07-19,7,Pune,Active
EMP1817,Employee_817,44,Male,HR,Accountant,74393.0,11.0,2015-08-09,9,Coimbatore,Active
EMP1408,Employee_408,56,Male,Finance,Sales Executive,41964.0,,2018-01-18,10,Pune,Active
EMP1538,Employee_538,28,Female,IT,Manager,70814.0,11.0,2018-03-05,5,Coimbatore,Active
EMP1627,Employee_627,38,Male,Marketing,Accountant,,15.0,2024-11-17,3,Mumbai,Resigned
EMP1039,Employee_39,45,Female,HR,Accountant,79120.0,9.0,invalid_date,3,Pune,On Leave
EMP1176,Employee_176,48,Female,Marketing,HR Executive,102240.0,11.0,2020-04-16,2,Chennai,On Leave
EMP1246,Employee_246,28,Male,IT,HR Executive,112178.0,19.0,2025-12-24,1,Pune,Active
EMP1837,Employee_837,35,Male,Marketing,Developer,96832.0,16.0,2015-12-11,2,Bangalore,On Leave
EMP1674,Employee_674,21,Female,Operations,Analyst,73442.0,16.0,2016-11-29,5,Bangalore,Active
EMP1762,Employee_762,46,Female,HR,Accountant,68516.0,15.0,2019-06-01,5,Hyderabad,Resigned
EMP1867,Employee_867,60,Female,Marketing,Accountant,118782.0,19.0,2022-04-22,5,Coimbatore,On Leave
EMP1155,Employee_155,23,Female,Marketing,Accountant,117769.0,10.0,2025-04-02,6,Bangalore,Active
EMP1288,Employee_288,25,Female,Operations,Sales Executive,106051.0,5.0,2022-09-30,7,Mumbai,Active
EMP1821,Employee_821,60,Female,Sales,HR Executive,72406.0,15.0,2023-06-24,7,Hyderabad,Resigned
EMP1570,Employee_570,52,Female,IT,HR Executive,36889.0,10.0,2024-05-09,7,Mumbai,On Leave
EMP1751,Employee_751,42,Female,Marketing,Manager,39924.0,16.0,2018-10-02,4,Pune,Resigned
EMP1018,Employee_18,44,Male,Operations,Manager,118635.0,4.0,2020-03-07,2,Hyderabad,Active
EMP1128,Employee_128,24,Male,Marketing,Analyst,94561.0,10.0,2025-01-06,5,Coimbatore,Active
EMP1323,Employee_323,60,Male,Finance,Sales Executive,44149.0,19.0,2025-05-21,10,Mumbai,Resigned
EMP1256,Employee_256,38,Female,Marketing,HR Executive,53001.0,1.0,2016-08-23,10,Chennai,Active
EMP1775,Employee_775,55,Female,Operations,Manager,110178.0,9.0,2015-02-27,2,Coimbatore,Active
EMP1975,Employee_975,31,Female,IT,HR Executive,66153.0,14.0,2015-08-05,8,Chennai,Active
EMP1191,Employee_191,58,Male,Operations,Accountant,48989.0,16.0,2017-05-07,1,Mumbai,Active
EMP1116,Employee_116,46,Female,IT,HR Executive,69724.0,2.0,2020-05-18,6,Hyderabad,Active
EMP1623,Employee_623,50,Male,HR,Analyst,26988.0,16.0,2022-04-07,1,Mumbai,Resigned
EMP1607,Employee_607,47,Male,IT,HR Executive,113278.0,6.0,2016-04-12,10,Mumbai,Active
EMP1181,Employee_181,21,Female,IT,Developer,80751.0,18.0,2020-09-30,8,Coimbatore,On Leave
EMP1302,Employee_302,55,Female,Operations,Analyst,106050.0,9.0,2016-09-13,10,Pune,Active
EMP1514,Employee_514,34,Female,Marketing,HR Executive,50675.0,3.0,2018-09-24,7,Hyderabad,Active
EMP1900,Employee_900,41,Female,Sales,Manager,79935.0,19.0,2016-06-04,5,Coimbatore,Active
EMP1731,Employee_731,49,Male,IT,Manager,46281.0,4.0,2020-04-24,10,Chennai,Active
EMP1844,Employee_844,24,Male,Sales,Manager,86753.0,3.0,2020-03-02,9,Bangalore,Resigned
EMP1668,Employee_668,28,Male,Operations,Accountant,27642.0,14.0,2020-02-17,10,Chennai,Resigned
EMP1518,Employee_518,43,Male,HR,Analyst,59998.0,14.0,2023-04-11,7,Mumbai,Active
EMP1995,Employee_995,57,Male,Sales,Sales Executive,112999.0,6.0,2025-05-21,7,Chennai,On Leave
EMP1046,Employee_46,27,Female,Sales,Analyst,49972.0,7.0,2015-07-14,7,Hyderabad,Active
EMP1918,Employee_918,43,Female,Finance,Sales Executive,90774.0,1.0,2015-07-18,7,Hyderabad,Resigned
EMP1158,Employee_158,28,Male,Sales,Sales Executive,77428.0,4.0,2019-08-26,2,Mumbai,On Leave
EMP1752,Employee_752,50,Male,IT,Sales Executive,101162.0,3.0,2016-10-10,2,Bangalore,On Leave
EMP1172,Employee_172,57,Female,Marketing,HR Executive,63458.0,17.0,2023-04-23,7,Bangalore,Active
EMP1017,Employee_17,22,Male,HR,Accountant,114963.0,8.0,2022-12-03,3,Hyderabad,Resigned
EMP1512,Employee_512,59,Male,IT,Sales Executive,61176.0,15.0,2020-03-17,8,Mumbai,Active
EMP1049,Employee_49,34,Female,Finance,Sales Executive,106423.0,1.0,2025-10-23,5,Hyderabad,Resigned
EMP1982,Employee_982,46,Male,Finance,Manager,63759.0,8.0,2019-01-30,3,Bangalore,Resigned
EMP1849,Employee_849,32,Female,IT,Analyst,25136.0,13.0,2021-05-23,5,Coimbatore,Active
EMP1516,Employee_516,25,Male,Operations,Manager,25174.0,11.0,2021-07-23,10,Pune,Active
EMP1693,Employee_693,35,Male,HR,Accountant,49351.0,4.0,2025-02-26,8,Pune,Active
EMP1481,Employee_481,32,Female,IT,Developer,36108.0,16.0,2019-05-10,4,Chennai,Resigned
EMP1284,Employee_284,50,Male,IT,Sales Executive,47601.0,3.0,2024-11-21,1,Pune,Active
EMP1850,Employee_850,21,Female,Operations,Manager,42413.0,9.0,2017-09-28,7,Bangalore,Active
EMP1661,Employee_661,24,Male,Marketing,Accountant,61963.0,3.0,2023-03-06,2,Pune,On Leave
EMP1226,Employee_226,55,Female,Sales,Sales Executive,118418.0,13.0,2019-05-20,10,Hyderabad,On Leave
EMP1027,Employee_27,47,Male,Finance,Manager,70968.0,11.0,2020-08-01,8,Mumbai,Active
EMP1790,Employee_790,45,Male,Operations,Analyst,106982.0,13.0,2019-03-07,6,Chennai,Active
EMP1438,Employee_438,32,Male,Sales,Manager,118526.0,1.0,2019-04-14,7,Chennai,On Leave
EMP1960,Employee_960,49,Female,Operations,HR Executive,25717.0,9.0,2015-11-21,9,Mumbai,Active
EMP1365,Employee_365,36,Male,Sales,Analyst,32812.0,5.0,2019-04-17,4,Pune,Active
EMP1230,Employee_230,22,Female,Sales,Analyst,118935.0,12.0,2019-01-06,9,Bangalore,Active
EMP1038,Employee_38,24,Male,Operations,HR Executive,30355.0,20.0,2022-08-08,3,Bangalore,Active
EMP1976,Employee_976,30,Female,HR,Analyst,102535.0,4.0,2019-02-24,3,Mumbai,Active
EMP1375,Employee_375,43,Female,Marketing,Accountant,64464.0,20.0,2025-07-01,7,Mumbai,On Leave
EMP1470,Employee_470,44,Male,Operations,Accountant,77874.0,16.0,2020-06-30,3,Chennai,Active
EMP1978,Employee_978,58,Female,IT,Developer,76717.0,12.0,2024-11-27,1,Chennai,Resigned
EMP1859,Employee_859,53,Female,Finance,Sales Executive,300000.0,13.0,2016-01-16,6,Chennai,Active
EMP1713,Employee_713,26,Female,IT,Manager,69816.0,7.0,2024-09-30,10,Coimbatore,Active
EMP1733,Employee_733,39,Male,HR,Developer,98788.0,13.0,2022-04-16,4,Mumbai,On Leave
EMP1195,Employee_195,26,Male,Marketing,Sales Executive,105360.0,19.0,2025-12-04,10,Chennai,Active
EMP1910,Employee_910,60,Male,IT,HR Executive,116057.0,6.0,2016-01-11,10,Mumbai,Active
EMP1873,Employee_873,37,Female,it,Developer,30520.0,4.0,2015-05-23,9,Chennai,On Leave
EMP1504,Employee_504,25,Male,Marketing,Manager,109040.0,0.0,2024-08-15,10,Hyderabad,Active
EMP1980,Employee_980,28,Female,Sales,Developer,117910.0,17.0,2021-05-06,9,Bangalore,On Leave
EMP1883,Employee_883,34,Female,IT,Developer,95269.0,14.0,2016-09-14,1,Pune,Active
EMP1580,Employee_580,38,Female,HR,Developer,300000.0,7.0,2025-07-29,10,Bangalore,Active
EMP1979,Employee_979,26,Male,it,HR Executive,27763.0,19.0,2021-02-08,1,Bangalore,Active
EMP1163,Employee_163,44,Female,Marketing,Analyst,49968.0,17.0,2021-03-09,8,Coimbatore,Resigned
EMP1709,Employee_709,40,Male,Sales,Manager,115009.0,8.0,2022-10-12,7,Coimbatore,Active
EMP1153,Employee_153,47,Male,Marketing,HR Executive,119108.0,15.0,2018-02-09,7,Coimbatore,Active
EMP1688,Employee_688,54,Male,HR,Accountant,102219.0,2.0,2019-02-15,4,Pune,Active
EMP1707,Employee_707,30,Male,Sales,Manager,94212.0,14.0,2021-03-11,7,Coimbatore,On Leave
EMP1763,Employee_763,48,Female,Operations,Sales Executive,54061.0,10.0,2023-11-23,2,Bangalore,Resigned
EMP1112,Employee_112,34,Male,IT,Developer,27745.0,19.0,2024-07-12,4,Mumbai,Resigned
EMP1227,Employee_227,27,Female,Finance,Analyst,33811.0,10.0,2025-10-13,1,Mumbai,Active
EMP1695,Employee_695,54,Male,Marketing,Analyst,98903.0,14.0,2017-10-16,8,Coimbatore,Active
EMP1104,Employee_104,55,Female,Operations,Accountant,117389.0,5.0,2021-04-17,5,Pune,Active
EMP1422,Employee_422,25,Male,Marketing,Sales Executive,102116.0,19.0,2019-04-15,5,Chennai,Resigned
EMP1420,Employee_420,52,Male,IT,Developer,113454.0,7.0,2025-07-04,4,Chennai,Active
EMP1758,Employee_758,55,Male,IT,Manager,115605.0,5.0,2023-08-28,4,Bangalore,On Leave
EMP1587,Employee_587,43,Female,IT,Accountant,44552.0,4.0,2019-04-03,3,Coimbatore,Active
EMP1788,Employee_788,33,Male,Operations,Manager,98233.0,13.0,2018-04-06,6,Hyderabad,Active
EMP1673,Employee_673,32,Female,Marketing,Developer,40438.0,2.0,2020-06-02,2,Hyderabad,Active
EMP1120,Employee_120,29,Female,Sales,Developer,,15.0,2025-01-20,5,Chennai,Active
EMP1054,Employee_54,22,Male,Sales,Manager,250000.0,14.0,2024-08-24,9,Coimbatore,Resigned
EMP1152,Employee_152,21,Male,Marketing,Accountant,115306.0,19.0,2020-09-07,9,Coimbatore,Active
EMP1404,Employee_404,46,Female,IT,Accountant,31614.0,16.0,2021-08-27,5,Coimbatore,Active
EMP1954,Employee_954,58,Female,HR,Manager,39671.0,10.0,2023-09-06,1,Bangalore,Active
EMP1208,Employee_208,46,Female,HR,Sales Executive,52076.0,1.0,2021-10-22,1,Coimbatore,Active
EMP1659,Employee_659,21,Female,Operations,Developer,119767.0,17.0,2016-12-05,9,Bangalore,Active
EMP1852,Employee_852,34,Male,Marketing,Accountant,109514.0,12.0,2022-02-02,10,Chennai,Active
EMP1988,Employee_988,45,Male,IT,Developer,61945.0,8.0,2021-06-10,1,Bangalore,Active
EMP1009,Employee_9,31,Male,Sales,Analyst,48478.0,1.0,2023-11-02,2,Pune,Active
EMP1909,Employee_909,38,Male,Operations,HR Executive,33640.0,9.0,2018-04-02,3,Bangalore,Active
EMP1037,Employee_37,38,Female,HR,Analyst,112697.0,4.0,2016-03-15,4,Bangalore,Active
EMP1453,Employee_453,28,Female,IT,Sales Executive,52127.0,18.0,2025-05-21,10,Hyderabad,Active
EMP1652,Employee_652,30,Female,Marketing,Developer,55109.0,16.0,2022-08-29,10,Mumbai,Resigned
EMP1254,Employee_254,45,Female,Sales,Developer,50372.0,13.0,2020-03-27,1,Hyderabad,Active
EMP1304,Employee_304,41,Female,Marketing,Manager,108596.0,20.0,2024-01-02,3,Coimbatore,Active
EMP1754,Employee_754,46,Female,IT,Sales Executive,26014.0,16.0,2020-11-26,4,Pune,On Leave
EMP1572,Employee_572,36,Male,Finance,Accountant,36254.0,11.0,2019-09-20,1,Pune,Resigned
EMP1624,Employee_624,25,Male,Sales,Sales Executive,39256.0,5.0,2021-10-12,5,Coimbatore,On Leave
EMP1717,Employee_717,43,Male,Operations,HR Executive,29017.0,6.0,2016-09-18,1,Hyderabad,Active
EMP1905,Employee_905,46,Female,Operations,Accountant,109925.0,1.0,2021-12-07,9,Coimbatore,On Leave
EMP1263,Employee_263,24,Female,HR,Sales Executive,75081.0,5.0,2018-01-03,2,Pune,Active
EMP1611,Employee_611,40,Male,Sales,Sales Executive,80633.0,19.0,2017-03-24,7,Mumbai,Active
EMP1298,Employee_298,57,Female,Finance,HR Executive,,11.0,2021-12-22,1,Hyderabad,Active
EMP1415,Employee_415,56,Female,Marketing,Analyst,28832.0,10.0,2022-03-30,1,Hyderabad,On Leave
EMP1151,Employee_151,53,Male,,Sales Executive,70671.0,10.0,2015-01-08,10,Mumbai,Active
EMP1984,Employee_984,46,Male,Sales,Developer,50307.0,1.0,2019-06-24,3,Bangalore,Active
EMP1641,Employee_641,26,Male,Marketing,Accountant,119876.0,13.0,2023-04-09,10,Chennai,Active
EMP1938,Employee_938,59,Female,Sales,Developer,37816.0,16.0,2017-02-26,6,Coimbatore,Resigned
EMP1551,Employee_551,30,Male,Sales,Manager,92391.0,1.0,2017-04-18,10,Chennai,On Leave
EMP1799,Employee_799,60,Female,Sales,Analyst,54493.0,20.0,2020-03-22,8,Bangalore,Active
EMP1489,Employee_489,45,Male,Sales,Accountant,45583.0,19.0,2015-08-08,4,Bangalore,Active
EMP1711,Employee_711,25,Female,it,HR Executive,54943.0,12.0,2015-03-26,8,Coimbatore,Active
EMP1148,Employee_148,48,Male,Sales,Analyst,104303.0,10.0,2025-12-10,4,Chennai,Active
EMP1147,Employee_147,31,Male,Operations,Manager,53151.0,18.0,2016-12-06,4,Bangalore,Resigned
EMP1854,Employee_854,57,Male,HR,Analyst,91197.0,4.0,2022-09-04,7,Mumbai,Resigned
EMP1940,Employee_940,56,Female,Marketing,Developer,90048.0,10.0,2023-11-29,10,Pune,Active
EMP1747,Employee_747,46,Male,Marketing,Developer,94906.0,2.0,2018-12-26,6,Chennai,Active
EMP1660,Employee_660,33,Male,HR,Sales Executive,70800.0,17.0,2016-07-16,8,Mumbai,Active
EMP1349,Employee_349,45,Male,HR,Accountant,109700.0,13.0,2024-10-24,5,Chennai,On Leave
EMP1464,Employee_464,45,Male,Sales,Sales Executive,28273.0,5.0,2017-06-09,7,Bangalore,Active
EMP1326,Employee_326,59,Male,IT,Analyst,29956.0,12.0,2015-11-26,5,Bangalore,Active
EMP1187,Employee_187,52,Female,Marketing,Developer,58840.0,7.0,2021-03-08,6,Hyderabad,On Leave
EMP1124,Employee_124,33,Male,Marketing,Sales Executive,42908.0,19.0,2025-05-23,9,Hyderabad,Active
EMP1862,Employee_862,25,Male,Sales,Accountant,52518.0,12.0,2020-08-24,8,Chennai,Active
EMP1609,Employee_609,29,Male,Marketing,Developer,47931.0,14.0,2021-12-03,10,Bangalore,Active
EMP1144,Employee_144,48,Male,Sales,HR Executive,113839.0,9.0,2023-09-18,1,Mumbai,Active
EMP1969,Employee_969,56,Female,Sales,Developer,62405.0,9.0,2015-05-24,2,Bangalore,Resigned
EMP1198,Employee_198,36,Female,HR,Sales Executive,41241.0,0.0,2017-07-12,3,Mumbai,On Leave
EMP1610,Employee_610,53,Female,Sales,Analyst,114116.0,1.0,2023-08-06,9,Hyderabad,Active
EMP1280,Employee_280,47,Female,Sales,HR Executive,80388.0,6.0,2015-11-09,6,Coimbatore,Resigned
EMP1294,Employee_294,50,Male,HR,Sales Executive,29967.0,9.0,2023-03-30,5,Mumbai,Active
EMP1401,Employee_401,25,Male,Finance,Manager,86250.0,12.0,2019-01-18,10,Chennai,Active
EMP1123,Employee_123,46,Female,Marketing,HR Executive,55431.0,2.0,2016-10-02,3,Mumbai,On Leave
EMP1184,Employee_184,46,Female,Sales,Accountant,32006.0,3.0,2023-01-03,7,Pune,Active
EMP1203,Employee_203,49,Male,Marketing,Developer,52045.0,19.0,2022-08-31,8,Mumbai,Active
EMP1439,Employee_439,23,Male,Operations,Developer,76001.0,15.0,2018-03-30,9,Bangalore,Active
EMP1247,Employee_247,56,Male,IT,Accountant,66316.0,6.0,2024-12-13,3,Mumbai,On Leave
EMP1416,Employee_416,54,Male,Finance,Analyst,115811.0,20.0,2015-01-19,7,Pune,Active
EMP1784,Employee_784,42,Male,HR,Manager,63506.0,14.0,2020-05-18,6,Bangalore,Active
EMP1868,Employee_868,22,Female,IT,HR Executive,48199.0,5.0,2018-03-06,1,Pune,Active
EMP1915,Employee_915,52,Female,Finance,HR Executive,68937.0,20.0,2024-10-19,3,Hyderabad,Active
EMP1931,Employee_931,23,Male,Marketing,Manager,86744.0,10.0,2023-12-22,9,Mumbai,Active
EMP1896,Employee_896,57,Male,IT,Accountant,74298.0,3.0,2024-10-07,4,Mumbai,Resigned
EMP1130,Employee_130,57,Female,HR,Developer,86240.0,20.0,2016-07-19,9,Bangalore,Active
EMP1638,Employee_638,55,Female,Finance,Sales Executive,115265.0,12.0,2020-01-29,1,Mumbai,Resigned
EMP1403,Employee_403,36,Female,HR,Developer,52056.0,4.0,2015-09-14,2,Mumbai,Active
EMP1895,Employee_895,31,male,HR,Accountant,72861.0,8.0,2015-03-08,4,Pune,Resigned
EMP1778,Employee_778,57,Male,Operations,Developer,88610.0,4.0,2020-12-21,7,Coimbatore,Resigned
EMP1736,Employee_736,38,Male,Marketing,Manager,75489.0,5.0,2017-03-23,7,Hyderabad,On Leave
EMP1922,Employee_922,37,Female,Marketing,Analyst,53916.0,1.0,2016-07-25,5,Chennai,On Leave
EMP1220,Employee_220,31,Female,Operations,Sales Executive,62853.0,7.0,2017-07-30,9,Chennai,Active
EMP1642,Employee_642,48,Male,IT,Sales Executive,92054.0,13.0,2018-02-11,4,Bangalore,Active
EMP1924,Employee_924,22,Female,Sales,Analyst,118500.0,15.0,2019-06-27,7,Pune,Active
EMP1760,Employee_760,42,Female,Sales,Manager,48248.0,0.0,2020-11-29,3,Coimbatore,Active
EMP1815,Employee_815,50,Male,Operations,Developer,60529.0,15.0,2020-04-19,6,Mumbai,Active
EMP1928,Employee_928,59,Female,HR,Developer,96696.0,20.0,2025-09-29,5,Chennai,Resigned
EMP1625,Employee_625,53,Female,Finance,Manager,112728.0,2.0,2024-02-23,2,Bangalore,On Leave
EMP1847,Employee_847,53,Male,it,Manager,55816.0,4.0,2019-02-23,2,Bangalore,Active
EMP1768,Employee_768,46,Male,Finance,Sales Executive,68803.0,11.0,2022-04-30,9,Pune,Active
EMP1387,Employee_387,25,Male,Marketing,Sales Executive,70026.0,16.0,2025-03-04,4,Hyderabad,On Leave
EMP1983,Employee_983,32,Female,IT,Sales Executive,101067.0,15.0,2022-12-27,6,Hyderabad,Active
EMP1510,Employee_510,43,Female,Sales,Accountant,60060.0,11.0,2017-07-13,8,Pune,On Leave
EMP1268,Employee_268,28,Female,Marketing,HR Executive,33199.0,19.0,2019-07-16,10,Coimbatore,Active
EMP1828,Employee_828,40,Male,IT,Sales Executive,60098.0,14.0,2025-11-30,5,Pune,Resigned
EMP1442,Employee_442,60,Female,HR,Developer,60517.0,11.0,2023-09-24,7,Hyderabad,On Leave
EMP1497,Employee_497,29,Male,IT,Accountant,38689.0,8.0,2021-09-29,7,Hyderabad,Active
EMP1113,Employee_113,23,Female,Sales,HR Executive,80243.0,11.0,2025-01-26,5,Coimbatore,Active
EMP1692,Employee_692,50,Male,Marketing,HR Executive,37905.0,13.0,2025-09-21,10,Coimbatore,Active
EMP1233,Employee_233,25,Male,Finance,Sales Executive,72153.0,20.0,2020-05-20,3,Bangalore,Active
EMP1878,Employee_878,58,Female,HR,Manager,69049.0,12.0,2021-04-13,4,Hyderabad,On Leave
EMP1608,Employee_608,37,Female,Sales,Developer,115239.0,20.0,2022-08-11,10,Hyderabad,On Leave
EMP1672,Employee_672,23,Female,Operations,Developer,87260.0,11.0,2020-02-27,2,Coimbatore,Active
EMP1374,Employee_374,46,Female,Finance,HR Executive,45700.0,8.0,2016-07-12,2,Coimbatore,Active
EMP1992,Employee_992,56,Female,Finance,Developer,115101.0,1.0,2015-08-20,6,Pune,On Leave
EMP1851,Employee_851,46,Female,Sales,Analyst,84500.0,6.0,2017-10-30,10,Pune,On Leave
EMP1234,Employee_234,57,Female,Operations,Accountant,79110.0,8.0,2016-01-11,8,Bangalore,Active
EMP1793,Employee_793,23,Male,IT,Accountant,32352.0,15.0,2018-06-02,9,Coimbatore,Active
EMP1677,Employee_677,50,Male,Finance,Sales Executive,118027.0,19.0,2019-04-13,5,Hyderabad,Active
